"organisation_name"	"LAU_comb"	"organisation_latitude"	"organisation_longitude"	"year"	"sector"	"polygon_area"	"CoM_emis"	"EDGAR_emis"	"organisation_id"	"lau_population_2019_elab"	"population_adhesion"	"country_code.x"	"country_code.y"	"population"	"population2"	"population3"	"country"
"Breda"	"NLNLGM0758"	51.5862998962402	4.79542016983032	2008	"RCO"	NA	120992.31572	NA	"12020"	"184000"	184000	"nl"	"nl"	184000	184000	184000	"nl"
"Breda"	"NLNLGM0758"	51.5862998962402	4.79542016983032	2009	"RCO"	NA	298316.024	NA	"12020"	"184000"	184000	"nl"	"nl"	184000	184000	184000	"nl"
"Breda"	"NLNLGM0758"	51.5862998962402	4.79542016983032	2011	"RCO"	NA	262998.225	NA	"12020"	"184000"	184000	"nl"	"nl"	184000	184000	184000	"nl"
"Breda"	"NLNLGM0758"	51.5862998962402	4.79542016983032	2012	"RCO"	NA	276155.516	NA	"12020"	"184000"	184000	"nl"	"nl"	184000	184000	184000	"nl"
"Breda"	"NLNLGM0758"	51.5862998962402	4.79542016983032	2013	"RCO"	NA	274180.458	NA	"12020"	"184000"	184000	"nl"	"nl"	184000	184000	184000	"nl"
"Breda"	"NLNLGM0758"	51.5862998962402	4.79542016983032	2014	"RCO"	NA	256416.405	NA	"12020"	"184000"	184000	"nl"	"nl"	184000	184000	184000	"nl"
"Czestochowa"	"PL1001241466401"	50.778148651123	19.1162109375	2005	"RCO"	158.942105664343	117726.2692	205246.953125	"16212"	"222292"	235798	"pl"	"pl"	235798	235798	235798	"pl"
"Czestochowa"	"PL1001241466401"	50.778148651123	19.1162109375	2005	"TRO_noRES"	158.942105664343	196213.00218	57701.25390625	"16212"	"222292"	235798	"pl"	"pl"	235798	235798	235798	"pl"
"Czestochowa"	"PL1001241466401"	50.778148651123	19.1162109375	2012	"TRO_noRES"	158.942105664343	295239.99201	81223.4375	"16212"	"222292"	235798	"pl"	"pl"	235798	235798	235798	"pl"
"Czestochowa"	"PL1001241466401"	50.778148651123	19.1162109375	2012	"RCO"	158.942105664343	105370.48261	207506.375	"16212"	"222292"	235798	"pl"	"pl"	235798	235798	235798	"pl"
"Czestochowa"	"PL1001241466401"	50.778148651123	19.1162109375	2015	"RCO"	158.942105664343	117726.2692	183916.671875	"16212"	"222292"	235798	"pl"	"pl"	235798	235798	235798	"pl"
"Czestochowa"	"PL1001241466401"	50.778148651123	19.1162109375	2015	"TRO_noRES"	158.942105664343	299413.368	82288.5859375	"16212"	"222292"	235798	"pl"	"pl"	235798	235798	235798	"pl"
"Czestochowa"	"PL1001241466401"	50.778148651123	19.1162109375	2017	"RCO"	158.942105664343	74687.70624	193081.578125	"16212"	"222292"	235798	"pl"	"pl"	235798	235798	235798	"pl"
"Czestochowa"	"PL1001241466401"	50.778148651123	19.1162109375	2017	"TRO_noRES"	158.942105664343	262031.3076	107421.71875	"16212"	"222292"	235798	"pl"	"pl"	235798	235798	235798	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2013	"RCO"	290.720178689431	569730.674095517	614415.0625	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2013	"TRO_noRES"	290.720178689431	555457.192670308	208979.65625	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2015	"RCO"	290.720178689431	135945.1678	559576.6875	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2015	"TRO_noRES"	290.720178689431	152158.9854	224423.875	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2016	"RCO"	290.720178689431	552859.8989	597110.1875	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2016	"TRO_noRES"	290.720178689431	1048910.8958	252379.484375	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2017	"TRO_noRES"	290.720178689431	280727.0136	294906.21875	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2017	"RCO"	290.720178689431	134810.6118	586685.6875	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2018	"RCO"	290.720178689431	522878.977	560643.6875	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2018	"TRO_noRES"	290.720178689431	1136136.0202	307177.9375	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2019	"RCO"	290.720178689431	494001.946	502329.1875	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2019	"TRO_noRES"	290.720178689431	1168573.7778	314044.09375	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2020	"TRO_noRES"	290.720178689431	947601.2928	297972.3125	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Wroclaw"	"PL1003021056401"	51.1078910827637	17.0385398864746	2020	"RCO"	290.720178689431	436769.4122	480175.8125	"19914"	"640648"	634487	"pl"	"pl"	634487	634487	634487	"pl"
"Torun"	"PL1004041066301"	NA	NA	2011	"RCO"	114.848910503722	244371.304	145462.953125	"17153"	"202074"	191276	"pl"	"pl"	191276	191276	191276	"pl"
"Torun"	"PL1004041066301"	NA	NA	2011	"TRO_noRES"	114.848910503722	264791.114	71478.2578125	"17153"	"202074"	191276	"pl"	"pl"	191276	191276	191276	"pl"
"Gdynia"	"PL1004221436201"	54.5188903808594	18.5305404663086	2014	"RCO"	134.778472501107	242062.5784	215683.59375	"13950"	"246309"	247428	"pl"	"pl"	247428	247428	247428	"pl"
"Gdynia"	"PL1004221436201"	54.5188903808594	18.5305404663086	2014	"TRO_noRES"	134.778472501107	86116.872	70264.28125	"13950"	"246309"	247428	"pl"	"pl"	247428	247428	247428	"pl"
"Warsaw"	"PL1007141286501"	52.242000579834	21.0023002624512	2007	"TRO_noRES"	515.391292763324	1349664.94	521608.6875	"12011"	"1777972"	1680000	"pl"	"pl"	1680000	1680000	1680000	"pl"
"Warsaw"	"PL1007141286501"	52.242000579834	21.0023002624512	2007	"RCO"	515.391292763324	1199253.262	1952551.875	"12011"	"1777972"	1680000	"pl"	"pl"	1680000	1680000	1680000	"pl"
"Warsaw"	"PL1007141286501"	52.242000579834	21.0023002624512	2012	"RCO"	515.391292763324	1181180.288	2115172	"12011"	"1777972"	1680000	"pl"	"pl"	1680000	1680000	1680000	"pl"
"Warsaw"	"PL1007141286501"	52.242000579834	21.0023002624512	2012	"TRO_noRES"	515.391292763324	1609166.592	595261.25	"12011"	"1777972"	1680000	"pl"	"pl"	1680000	1680000	1680000	"pl"
"Caldas da Rainha"	"PT100619,PT100618,PT100617,PT100615,PT100611,PT100609,PT100608,PT100607,PT100606,PT100604,PT100602,PT100601"	39.4049110412598	-9.13529014587402	2009	"RCO"	255.46627497894	17418.157	48450.1484375	"17026"	"51729"	51729	"pt"	"pt"	51729	51729	51729	"pt"
"Caldas da Rainha"	"PT100619,PT100618,PT100617,PT100615,PT100611,PT100609,PT100608,PT100607,PT100606,PT100604,PT100602,PT100601"	39.4049110412598	-9.13529014587402	2009	"TRO_noRES"	255.46627497894	153777.66	99426.5	"17026"	"51729"	51729	"pt"	"pt"	51729	51729	51729	"pt"
"Aveiro"	"PT10517,PT10516,PT10515,PT10513,PT10511,PT10510,PT10508,PT10505,PT10502,PT10501"	40.3824996948242	8.39130020141602	2008	"TRO_noRES"	185.00410370149	132325.58982	118166.4375	"18678"	"78450"	78450	"pt"	"pt"	78450	78450	78450	"pt"
"Aveiro"	"PT10517,PT10516,PT10515,PT10513,PT10511,PT10510,PT10508,PT10505,PT10502,PT10501"	40.3824996948242	8.39130020141602	2008	"RCO"	185.00410370149	42875.0645	73116.53125	"18678"	"78450"	78450	"pt"	"pt"	78450	78450	78450	"pt"
"Cascais"	"PT110508,PT110507,PT110506,PT110501"	38.6903991699219	-9.35620021820068	2005	"RCO"	97.0482463146191	56657.36	80217.5703125	"11867"	"206479"	188244	"pt"	"pt"	188244	188244	188244	"pt"
"Cascais"	"PT110508,PT110507,PT110506,PT110501"	38.6903991699219	-9.35620021820068	2005	"TRO_noRES"	97.0482463146191	264774.78	79415.7109375	"11867"	"206479"	188244	"pt"	"pt"	188244	188244	188244	"pt"
"Lisboa"	"PT110667,PT110666,PT110665,PT110664,PT110663,PT110662,PT110661,PT110660,PT110659,PT110658,PT110657,PT110656,PT110655,PT110654,PT110639,PT110633,PT110621,PT110618,PT110611,PT110610,PT110608,PT110607,PT110602,PT110601"	38.7080001831055	-9.13951015472412	2002	"RCO"	85.9142827547121	493310.806	218009.875	"11870"	"552700"	479884	"pt"	"pt"	479884	479884	479884	"pt"
"Lisboa"	"PT110667,PT110666,PT110665,PT110664,PT110663,PT110662,PT110661,PT110660,PT110659,PT110658,PT110657,PT110656,PT110655,PT110654,PT110639,PT110633,PT110621,PT110618,PT110611,PT110610,PT110608,PT110607,PT110602,PT110601"	38.7080001831055	-9.13951015472412	2002	"TRO_noRES"	85.9142827547121	1499063.956	140994.46875	"11870"	"552700"	479884	"pt"	"pt"	479884	479884	479884	"pt"
"Lisboa"	"PT110667,PT110666,PT110665,PT110664,PT110663,PT110662,PT110661,PT110660,PT110659,PT110658,PT110657,PT110656,PT110655,PT110654,PT110639,PT110633,PT110621,PT110618,PT110611,PT110610,PT110608,PT110607,PT110602,PT110601"	38.7080001831055	-9.13951015472412	2016	"RCO"	85.9142827547121	194216.474	149600.9375	"11870"	"552700"	479884	"pt"	"pt"	479884	479884	479884	"pt"
"Lisboa"	"PT110667,PT110666,PT110665,PT110664,PT110663,PT110662,PT110661,PT110660,PT110659,PT110658,PT110657,PT110656,PT110655,PT110654,PT110639,PT110633,PT110621,PT110618,PT110611,PT110610,PT110608,PT110607,PT110602,PT110601"	38.7080001831055	-9.13951015472412	2016	"TRO_noRES"	85.9142827547121	802440.82	132959.3125	"11870"	"552700"	479884	"pt"	"pt"	479884	479884	479884	"pt"
"Loures"	"PT110731,PT110730,PT110729,PT110728,PT110727,PT110726,PT110708,PT110707,PT110705,PT110702"	38.8306999206543	-9.16849040985107	2008	"TRO_noRES"	165.546129667467	410709.0054	147064.25	"13117"	"199494"	2e+05	"pt"	"pt"	2e+05	2e+05	2e+05	"pt"
"Loures"	"PT110731,PT110730,PT110729,PT110728,PT110727,PT110726,PT110708,PT110707,PT110705,PT110702"	38.8306999206543	-9.16849040985107	2008	"RCO"	165.546129667467	96138.604	132774.859375	"13117"	"199494"	2e+05	"pt"	"pt"	2e+05	2e+05	2e+05	"pt"
"Torres Vedras"	"PT111326,PT111325,PT111324,PT111323,PT111322,PT111321,PT111318,PT111317,PT111316,PT111314,PT111311,PT111310,PT111306"	39.0876998901367	-9.25944995880127	2009	"TRO_noRES"	407.042330702075	145333.1355175	135281.53125	"13921"	"79465"	79465	"pt"	"pt"	79465	79465	79465	"pt"
"Torres Vedras"	"PT111326,PT111325,PT111324,PT111323,PT111322,PT111321,PT111318,PT111317,PT111316,PT111314,PT111311,PT111310,PT111306"	39.0876998901367	-9.25944995880127	2009	"RCO"	407.042330702075	37293.3448	90050.3984375	"13921"	"79465"	79465	"pt"	"pt"	79465	79465	79465	"pt"
"Torres Vedras"	"PT111326,PT111325,PT111324,PT111323,PT111322,PT111321,PT111318,PT111317,PT111316,PT111314,PT111311,PT111310,PT111306"	39.0876998901367	-9.25944995880127	2019	"RCO"	407.042330702075	30799.79794	66994.921875	"13921"	"79465"	79465	"pt"	"pt"	79465	79465	79465	"pt"
"Torres Vedras"	"PT111326,PT111325,PT111324,PT111323,PT111322,PT111321,PT111318,PT111317,PT111316,PT111314,PT111311,PT111310,PT111306"	39.0876998901367	-9.25944995880127	2019	"TRO_noRES"	407.042330702075	114740.43839	125525.2265625	"13921"	"79465"	79465	"pt"	"pt"	79465	79465	79465	"pt"
"Ovar"	"PT11509,PT11507,PT11504,PT11503,PT11502"	40.8596992492676	-8.62537956237793	2009	"RCO"	142.120165220661	25548.388	55279.12890625	"12763"	"56296"	56296	"pt"	"pt"	56296	56296	56296	"pt"
"Ovar"	"PT11509,PT11507,PT11504,PT11503,PT11502"	40.8596992492676	-8.62537956237793	2009	"TRO_noRES"	142.120165220661	106259.642	59584.53515625	"12763"	"56296"	56296	"pt"	"pt"	56296	56296	56296	"pt"
"Ovar"	"PT11509,PT11507,PT11504,PT11503,PT11502"	40.8596992492676	-8.62537956237793	2013	"RCO"	142.120165220661	29995.063	41877.96484375	"12763"	"56296"	56296	"pt"	"pt"	56296	56296	56296	"pt"
"Ovar"	"PT11509,PT11507,PT11504,PT11503,PT11502"	40.8596992492676	-8.62537956237793	2013	"TRO_noRES"	142.120165220661	99276.671	51120.1796875	"12763"	"56296"	56296	"pt"	"pt"	56296	56296	56296	"pt"
"Matosinhos"	"PT130814,PT130813,PT130812,PT130811"	41.1829986572266	-8.67977046966553	2008	"RCO"	62.8869532300296	195212.0865	55889.25	"13395"	"175478"	175478	"pt"	"pt"	175478	175478	175478	"pt"
"Matosinhos"	"PT130814,PT130813,PT130812,PT130811"	41.1829986572266	-8.67977046966553	2008	"TRO_noRES"	62.8869532300296	288928.042	85687.8828125	"13395"	"175478"	175478	"pt"	"pt"	175478	175478	175478	"pt"
"Matosinhos"	"PT130814,PT130813,PT130812,PT130811"	41.1829986572266	-8.67977046966553	2009	"TRO_noRES"	62.8869532300296	347973.18306	85329.1953125	"13395"	"175478"	175478	"pt"	"pt"	175478	175478	175478	"pt"
"Matosinhos"	"PT130814,PT130813,PT130812,PT130811"	41.1829986572266	-8.67977046966553	2009	"RCO"	62.8869532300296	229552.86144	59725.26171875	"13395"	"175478"	175478	"pt"	"pt"	175478	175478	175478	"pt"
"Matosinhos"	"PT130814,PT130813,PT130812,PT130811"	41.1829986572266	-8.67977046966553	2013	"RCO"	62.8869532300296	234309.5932	46685.9453125	"13395"	"175478"	175478	"pt"	"pt"	175478	175478	175478	"pt"
"Matosinhos"	"PT130814,PT130813,PT130812,PT130811"	41.1829986572266	-8.67977046966553	2013	"TRO_noRES"	62.8869532300296	244339.0174	72812.1640625	"13395"	"175478"	175478	"pt"	"pt"	175478	175478	175478	"pt"
"Porto"	"PT131218,PT131217,PT131216,PT131211,PT131210,PT131203,PT131202"	41.1495018005371	-8.61128044128418	2004	"TRO_noRES"	41.1925008829446	473219.4	88155.3984375	"11871"	"237591"	238954	"pt"	"pt"	238954	238954	238954	"pt"
"Porto"	"PT131218,PT131217,PT131216,PT131211,PT131210,PT131203,PT131202"	41.1495018005371	-8.61128044128418	2004	"RCO"	41.1925008829446	138379	76847.6953125	"11871"	"237591"	238954	"pt"	"pt"	238954	238954	238954	"pt"
"Porto"	"PT131218,PT131217,PT131216,PT131211,PT131210,PT131203,PT131202"	41.1495018005371	-8.61128044128418	2015	"RCO"	41.1925008829446	98945.491	52596.609375	"11871"	"237591"	238954	"pt"	"pt"	238954	238954	238954	"pt"
"Porto"	"PT131218,PT131217,PT131216,PT131211,PT131210,PT131203,PT131202"	41.1495018005371	-8.61128044128418	2015	"TRO_noRES"	41.1925008829446	365978.617	75534.953125	"11871"	"237591"	238954	"pt"	"pt"	238954	238954	238954	"pt"
"Barreiro"	"PT150411,PT150410,PT150409,PT150407"	38.6641998291016	-9.07666015625	2008	"RCO"	31.7832763684624	70315.36557	21413.171875	"14487"	"78764"	77893	"pt"	"pt"	77893	77893	77893	"pt"
"Barreiro"	"PT150411,PT150410,PT150409,PT150407"	38.6641998291016	-9.07666015625	2008	"TRO_noRES"	31.7832763684624	114612.4677	21619.255859375	"14487"	"78764"	77893	"pt"	"pt"	77893	77893	77893	"pt"
"Barreiro"	"PT150411,PT150410,PT150409,PT150407"	38.6641998291016	-9.07666015625	2013	"RCO"	31.7832763684624	15390.243	18618.599609375	"14487"	"78764"	77893	"pt"	"pt"	77893	77893	77893	"pt"
"Barreiro"	"PT150411,PT150410,PT150409,PT150407"	38.6641998291016	-9.07666015625	2013	"TRO_noRES"	31.7832763684624	165390.314	18749.94921875	"14487"	"78764"	77893	"pt"	"pt"	77893	77893	77893	"pt"
"Moita"	"PT150608,PT150607,PT150603,PT150601"	38.6528282165527	-8.99339008331299	2008	"TRO_noRES"	44.5647216203836	53246.84232	27180.55078125	"18061"	"66029"	66029	"pt"	"pt"	66029	66029	66029	"pt"
"Moita"	"PT150608,PT150607,PT150603,PT150601"	38.6528282165527	-8.99339008331299	2008	"RCO"	44.5647216203836	10163.0008	28048.8828125	"18061"	"66029"	66029	"pt"	"pt"	66029	66029	66029	"pt"
"Moita"	"PT150608,PT150607,PT150603,PT150601"	38.6528282165527	-8.99339008331299	2013	"RCO"	44.5647216203836	10697.163	25491.9140625	"18061"	"66029"	66029	"pt"	"pt"	66029	66029	66029	"pt"
"Moita"	"PT150608,PT150607,PT150603,PT150601"	38.6528282165527	-8.99339008331299	2013	"TRO_noRES"	44.5647216203836	41511.875	23249.82421875	"18061"	"66029"	66029	"pt"	"pt"	66029	66029	66029	"pt"
"Palmela"	"PT150806,PT150804,PT150803,PT150802"	38.5675010681152	-8.89894962310791	2008	"TRO_noRES"	461.703229215799	145.042331	170369.765625	"11952"	"62831"	62820	"pt"	"pt"	62820	62820	62820	"pt"
"Palmela"	"PT150806,PT150804,PT150803,PT150802"	38.5675010681152	-8.89894962310791	2008	"RCO"	461.703229215799	10348.973942	81691.5390625	"11952"	"62831"	62820	"pt"	"pt"	62820	62820	62820	"pt"
"Seixal"	"PT151007,PT151006,PT151005,PT151002"	38.6428985595703	-9.10649967193604	2007	"RCO"	88.8752366755495	69861.911	61819.4296875	"13801"	"159310"	158269	"pt"	"pt"	158269	158269	158269	"pt"
"Seixal"	"PT151007,PT151006,PT151005,PT151002"	38.6428985595703	-9.10649967193604	2007	"TRO_noRES"	88.8752366755495	207872.928	81013.4609375	"13801"	"159310"	158269	"pt"	"pt"	158269	158269	158269	"pt"
"Seixal"	"PT151007,PT151006,PT151005,PT151002"	38.6428985595703	-9.10649967193604	2015	"TRO_noRES"	88.8752366755495	154210.431	72234.5390625	"13801"	"159310"	158269	"pt"	"pt"	158269	158269	158269	"pt"
"Seixal"	"PT151007,PT151006,PT151005,PT151002"	38.6428985595703	-9.10649967193604	2015	"RCO"	88.8752366755495	19824.726	50088.49609375	"13801"	"159310"	158269	"pt"	"pt"	158269	158269	158269	"pt"
"Viana do Castelo"	"PT160947,PT160946,PT160945,PT160944,PT160943,PT160942,PT160941,PT160940,PT160938,PT160935,PT160928,PT160926,PT160925,PT160923,PT160922,PT160920,PT160915,PT160914,PT160911,PT160910,PT160908,PT160905,PT160904,PT160903,PT160902,PT160901"	41.6945991516113	-8.83016014099121	2008	"RCO"	304.03507506283	24734.30446	66988.734375	"14348"	"63350"	86368	"pt"	"pt"	86368	86368	86368	"pt"
"Viana do Castelo"	"PT160947,PT160946,PT160945,PT160944,PT160943,PT160942,PT160941,PT160940,PT160938,PT160935,PT160928,PT160926,PT160925,PT160923,PT160922,PT160920,PT160915,PT160914,PT160911,PT160910,PT160908,PT160905,PT160904,PT160903,PT160902,PT160901"	41.6945991516113	-8.83016014099121	2008	"TRO_noRES"	304.03507506283	135815.92744	124253.046875	"14348"	"63350"	86368	"pt"	"pt"	86368	86368	86368	"pt"
"Viana do Castelo"	"PT160947,PT160946,PT160945,PT160944,PT160943,PT160942,PT160941,PT160940,PT160938,PT160935,PT160928,PT160926,PT160925,PT160923,PT160922,PT160920,PT160915,PT160914,PT160911,PT160910,PT160908,PT160905,PT160904,PT160903,PT160902,PT160901"	41.6945991516113	-8.83016014099121	2011	"RCO"	304.03507506283	23124.9377	50190.125	"14348"	"63350"	86368	"pt"	"pt"	86368	86368	86368	"pt"
"Viana do Castelo"	"PT160947,PT160946,PT160945,PT160944,PT160943,PT160942,PT160941,PT160940,PT160938,PT160935,PT160928,PT160926,PT160925,PT160923,PT160922,PT160920,PT160915,PT160914,PT160911,PT160910,PT160908,PT160905,PT160904,PT160903,PT160902,PT160901"	41.6945991516113	-8.83016014099121	2011	"TRO_noRES"	304.03507506283	106140.4335	114684.1484375	"14348"	"63350"	86368	"pt"	"pt"	86368	86368	86368	"pt"
"Vila Real"	"PT171438,PT171437,PT171436,PT171435,PT171434,PT171433,PT171432,PT171431,PT171429,PT171426,PT171420,PT171416,PT171415,PT171414,PT171410,PT171409,PT171406,PT171404,PT171403,PT171401"	41.2943801879883	-7.74631977081299	2008	"RCO"	379.170748787961	33845.3171	55528.56640625	"17881"	"51850"	51782	"pt"	"pt"	51782	51782	51782	"pt"
"Vila Real"	"PT171438,PT171437,PT171436,PT171435,PT171434,PT171433,PT171432,PT171431,PT171429,PT171426,PT171420,PT171416,PT171415,PT171414,PT171410,PT171409,PT171406,PT171404,PT171403,PT171401"	41.2943801879883	-7.74631977081299	2008	"TRO_noRES"	379.170748787961	85241.9484	98330.8984375	"17881"	"51850"	51782	"pt"	"pt"	51782	51782	51782	"pt"
"Barcelos"	"PT302FH,PT302FG,PT302FF,PT302FE,PT302FD,PT302FC,PT302FB,PT302FA,PT30299,PT30298,PT30297,PT30296,PT30295,PT30294,PT30293,PT30292,PT30291,PT30290,PT30287,PT30283,PT30282,PT30279,PT30277,PT30272,PT30268,PT30265,PT30264,PT30263,PT30261,PT30260,PT30259,PT30257,PT30256,PT30255,PT30254,PT30252,PT30247,PT30245,PT30244,PT30243,PT30242,PT30237,PT30235,PT30234,PT30228,PT30224,PT30221,PT30220,PT30218,PT30216,PT30215,PT30213,PT30212,PT30210,PT30209,PT30208,PT30206,PT30205,PT30203,PT30202,PT30201"	41.3049011230469	-8.38560009002686	2008	"RCO"	378.17931561264	23716.829	152922.9375	"18162"	"120400"	120400	"pt"	"pt"	120400	120400	120400	"pt"
"Barcelos"	"PT302FH,PT302FG,PT302FF,PT302FE,PT302FD,PT302FC,PT302FB,PT302FA,PT30299,PT30298,PT30297,PT30296,PT30295,PT30294,PT30293,PT30292,PT30291,PT30290,PT30287,PT30283,PT30282,PT30279,PT30277,PT30272,PT30268,PT30265,PT30264,PT30263,PT30261,PT30260,PT30259,PT30257,PT30256,PT30255,PT30254,PT30252,PT30247,PT30245,PT30244,PT30243,PT30242,PT30237,PT30235,PT30234,PT30228,PT30224,PT30221,PT30220,PT30218,PT30216,PT30215,PT30213,PT30212,PT30210,PT30209,PT30208,PT30206,PT30205,PT30203,PT30202,PT30201"	41.3049011230469	-8.38560009002686	2008	"TRO_noRES"	378.17931561264	219960.348	161694.765625	"18162"	"120400"	120400	"pt"	"pt"	120400	120400	120400	"pt"
"Braga"	"PT30381,PT30380,PT30379,PT30378,PT30377,PT30376,PT30375,PT30374,PT30373,PT30372,PT30371,PT30370,PT30369,PT30368,PT30367,PT30366,PT30365,PT30364,PT30363,PT30357,PT30356,PT30355,PT30354,PT30351,PT30349,PT30338,PT30336,PT30334,PT30331,PT30330,PT30325,PT30322,PT30319,PT30315,PT30313,PT30312,PT30301"	41.5454483032227	-8.42650985717773	2008	"RCO"	182.58618279725	81178.995	133416.96875	"17662"	"181494"	181494	"pt"	"pt"	181494	181494	181494	"pt"
"Braga"	"PT30381,PT30380,PT30379,PT30378,PT30377,PT30376,PT30375,PT30374,PT30373,PT30372,PT30371,PT30370,PT30369,PT30368,PT30367,PT30366,PT30365,PT30364,PT30363,PT30357,PT30356,PT30355,PT30354,PT30351,PT30349,PT30338,PT30336,PT30334,PT30331,PT30330,PT30325,PT30322,PT30319,PT30315,PT30313,PT30312,PT30301"	41.5454483032227	-8.42650985717773	2008	"TRO_noRES"	182.58618279725	247002.951	158179.125	"17662"	"181494"	181494	"pt"	"pt"	181494	181494	181494	"pt"
"Fafe"	"PT30744,PT30743,PT30742,PT30741,PT30740,PT30739,PT30738,PT30737,PT30736,PT30733,PT30730,PT30729,PT30728,PT30726,PT30725,PT30724,PT30723,PT30722,PT30719,PT30716,PT30714,PT30712,PT30709,PT30708,PT30705"	41.4486694335938	-8.17214012145996	2008	"RCO"	219.538831431111	10758.133	65219.9296875	"14086"	"52722"	52722	"pt"	"pt"	52722	52722	52722	"pt"
"Fafe"	"PT30744,PT30743,PT30742,PT30741,PT30740,PT30739,PT30738,PT30737,PT30736,PT30733,PT30730,PT30729,PT30728,PT30726,PT30725,PT30724,PT30723,PT30722,PT30719,PT30716,PT30714,PT30712,PT30709,PT30708,PT30705"	41.4486694335938	-8.17214012145996	2008	"TRO_noRES"	219.538831431111	92628.685	81217.890625	"14086"	"52722"	52722	"pt"	"pt"	52722	52722	52722	"pt"
"Fafe"	"PT30744,PT30743,PT30742,PT30741,PT30740,PT30739,PT30738,PT30737,PT30736,PT30733,PT30730,PT30729,PT30728,PT30726,PT30725,PT30724,PT30723,PT30722,PT30719,PT30716,PT30714,PT30712,PT30709,PT30708,PT30705"	41.4486694335938	-8.17214012145996	2013	"RCO"	219.538831431111	10265.473	48592.796875	"14086"	"52722"	52722	"pt"	"pt"	52722	52722	52722	"pt"
"Fafe"	"PT30744,PT30743,PT30742,PT30741,PT30740,PT30739,PT30738,PT30737,PT30736,PT30733,PT30730,PT30729,PT30728,PT30726,PT30725,PT30724,PT30723,PT30722,PT30719,PT30716,PT30714,PT30712,PT30709,PT30708,PT30705"	41.4486694335938	-8.17214012145996	2013	"TRO_noRES"	219.538831431111	82174.393	67302.203125	"14086"	"52722"	52722	"pt"	"pt"	52722	52722	52722	"pt"
"Guimarães"	"PT30891,PT30890,PT30889,PT30888,PT30887,PT30886,PT30885,PT30884,PT30883,PT30882,PT30881,PT30880,PT30879,PT30878,PT30877,PT30876,PT30875,PT30871,PT30868,PT30866,PT30865,PT30858,PT30857,PT30854,PT30850,PT30842,PT30840,PT30838,PT30837,PT30836,PT30835,PT30832,PT30831,PT30830,PT30828,PT30827,PT30824,PT30823,PT30821,PT30820,PT30815,PT30813,PT30812,PT30808,PT30807,PT30806,PT30804,PT30801"	41.4445991516113	-8.29318046569824	2008	"TRO_noRES"	239.960439593141	241462.655	173559.984375	"17753"	"157214"	157214	"pt"	"pt"	157214	157214	157214	"pt"
"Guimarães"	"PT30891,PT30890,PT30889,PT30888,PT30887,PT30886,PT30885,PT30884,PT30883,PT30882,PT30881,PT30880,PT30879,PT30878,PT30877,PT30876,PT30875,PT30871,PT30868,PT30866,PT30865,PT30858,PT30857,PT30854,PT30850,PT30842,PT30840,PT30838,PT30837,PT30836,PT30835,PT30832,PT30831,PT30830,PT30828,PT30827,PT30824,PT30823,PT30821,PT30820,PT30815,PT30813,PT30812,PT30808,PT30807,PT30806,PT30804,PT30801"	41.4445991516113	-8.29318046569824	2008	"RCO"	239.960439593141	38514.122	146424.4375	"17753"	"157214"	157214	"pt"	"pt"	157214	157214	157214	"pt"
